isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,sector
INE489F01016,531696,VSDCONF,,,,VSD Confin,,VSDCONF,
INE489G01022,506260,ANUHPHR,,ANUHPHR,,Anuh Pharma,,ANUHPHR,
INE489L01022,542773,IIFLCAPS,,IIFLCAPS,,IIFL Capital Services,,IIFLCAPS,
INE490A01015,501833,CHOWGULSTM,,,,Chowgule Steamships,,CHOWGULSTM,
INE490G01020,533286,MOIL,,MOIL,,MOIL,,MOIL,
INE490Z01012,542865,ANUROOP,,,,Anuroop Packaging,,ANUROOP,
INE491A01021,532210,CUB,,CUB,,City Union Bank,,CUB,
INE491C01027,538743,MUDUNURU,,,,Mudunuru,,MUDUNURU,
INE491J01022,544022,ASKAUTOLTD,,ASKAUTOLTD,,ASK Automotive,,ASKAUTOLTD,
INE491N01016,503127,RAJABAH,,,,Raja Bahadur International,,RAJABAH,
INE491V01019,200540,CROWN,,CROWN,,Crown Lifters,,CROWN,
INE492A01029,506390,HEUBACHIND,,HEUBACHIND,,Heubach Colorants,,HEUBACHIND,
INE492N01022,501622,AMALGAM,,,,Amalgamated Electricity,,AMALGAM,
INE492Y01011,541983,INNOVATIVE,,,,Innovative Ideals,,INNOVATIVE,
INE492Z01018,542850,GOBLIN,,,,Goblin,,GOBLIN,
INE493B01017,531399,GGAUTO,,,,GG Automotive Gears,,GGAUTO,
INE493D01013,526546,CHOKSILA,,,,Choksi Laboratories,,CHOKSILA,
INE493H01014,532723,MPDL,,,,MPDL,,MPDL,
INE493N01012,538081,HARIAAPL,,,,Haria Apparels,,HARIAAPL,
INE494B01023,532343,TVSMOTOR,,TVSMOTOR,,TVS Motors,,TVSMOTOR,
INE494D01011,531235,CITIPOR,,,,Citi Port Financial Services,,CITIPOR,
INE495A01022,500097,DALMIASUG,,DALMIASUG,,Dalmia Bharat Sugar & Industries,,DALMIASUG,
INE495B01038,530239,SUVEN,,SUVEN,,Suven Life Sciences,,SUVEN,
INE495C01010,514234,SANGAMIND,,SANGAMIND,,Sangam,,SANGAMIND,
INE495D01018,507543,CORAGRO,,,,Coromandel Agro Products,,CORAGRO,
INE495M01019,512367,ZSHERAPR,,,,Sheraton Properties & Finance,,ZSHERAPR,
INE495P01012,543253,BECTORFOOD,,BECTORFOOD,,Mrs. Bectors Food,,BECTORFOOD,
INE495S01016,540136,HPL,,HPL,,HPL Electric & Power,,HPL,
INE495Z01011,541178,BENARA,,,,Benara Bearings,,BENARA,
INE496M01017,512195,BENTCOM,,,,Bentley Commercial Enterp,,BENTCOM,
INE497B01018,526807,SEAMECLTD,,SEAMECLTD,,Seamec,,SEAMECLTD,
INE497C01016,516062,NATPLY,,,,National Plywood,,NATPLY,
INE497D01022,521220,DAMODARIND,,DAMODARIND,,Damodar Industries,,DAMODARIND,
INE497E01020,530253,RAJTUBE,,,,Rajasthan Tube Manufacturing,,RAJTUBE,
INE497M01015,512291,ZSPEEDCO,,,,Speedage Commercials,,ZSPEEDCO,
INE497S01012,544279,GODAVARIB,,GODAVARIB,,Godavari Biorefineries,,GODAVARIB,
INE498A01018,502820,DCM,,DCM,,DCM,,DCM,
INE498B01024,532638,SHOPERSTOP,,SHOPERSTOP,,Shoppers Stop,,SHOPERSTOP,
INE498E01010,590056,SALONA,,SALONA,,Salona Cotspin,,SALONA,
INE498G01015,502933,KATRSPG,,,,Katare Spinning Mills,,KATRSPG,
INE498L01015,533519,LTF,,LTF,,L&T Finance,,LTF,
INE498Q01014,538920,VINCOFE,,VINCOFE,,Vintage Coffee & Beverages,,VINCOFE,
INE499A01024,523367,DCMSHRIRAM,,DCMSHRIRAM,,DCM Shriram Consolidated,,DCMSHRIRAM,
INE499G01013,524314,GUJTERC,,,,Gujarat Terce Laboratories,,GUJTERC,
INE499Q01012,538923,SOFCOM,,,,SOFCOM Systems,,SOFCOM,
INE500A01029,500117,DCW,,DCW,,DCW,,DCW,
INE500C01017,540788,ASPIRA,,,,Aspira Pathlab,,ASPIRA,
INE500D01015,531346,EASTRED,,,,Eastern Treads,,EASTRED,
INE500L01026,539450,SHK,,SHK,,SH Kelkar & Company,,SHK,
INE500X01013,206238,LEXUS,,LEXUS,,Lexus Granito,,LEXUS,
INE501A01019,500645,DEEPAKFERT,,DEEPAKFERT,,Deepak Fertilisers & Petrochemicals,,DEEPAKFERT,
INE501D01013,530213,FORINTL,,,,Fortune International,,FORINTL,
INE501F01018,514087,PBMPOLY,,,,PBM Polytex,,PBMPOLY,
INE501G01024,532662,HTMEDIA,,HTMEDIA,,HT Media,,HTMEDIA,
INE501L01024,513430,MAITRI,,,,Maitri Enterprises,,MAITRI,
INE501N01020,505693,LATIMMETAL,,,,La Tim Metal & Industries,,LATIMMETAL,
INE501Y01019,540757,SCPL,,SCPL,,Sheetal Cool Products,,SCPL,
INE502C01039,504180,STDBAT,,,,Standard Batteries,,STDBAT,
INE502D01011,523752,TIHIL,,,,Trans India House Impex,,TIHIL,
INE503A01015,532772,DCBBANK,,DCBBANK,,DCB Bank,,DCBBANK,
INE503B01021,534748,STEELXIND,,STEELXIND,,Steel Exchange India,,STEELXIND,
INE503D01027,531137,GEMSI,,,,Gemstone Investments,,GEMSI,
INE505A01010,506405,DMCC,,DMCC,,DMCC Speciality Chemicals,,DMCC,
INE505C01016,531746,PRAENG,,PRAENG,,Prajay Engineers Syndicate,,PRAENG,
INE505V01016,544461,EUROBOND,,EUROBOND,,Euro Panel Products,,EUROBOND,
INE505Y01010,543298,VINEETLAB,,VINEETLAB,,Vineet Laboratories,,VINEETLAB,
INE506A01018,523618,DREDGECORP,,DREDGECORP,,Dredging Corporation of India,,DREDGECORP,
INE506D01020,515147,HALDYNGL,,,,Haldyn Glass,,HALDYNGL,
INE506V01022,544578,RUBICON,,RUBICON,,Rubicon Research,,RUBICON,
INE506W01012,201480,KRISHANA,,KRISHANA,,Krishana Phoschem,,KRISHANA,
INE506Z01015,541302,DHRUV,,DHRUV,,Dhruv Consultancy,,DHRUV,
INE507D01010,531594,INCON,,,,Incon Engineers,,INCON,
INE507F01023,504351,EMPOWER,,,,Empower,,EMPOWER,
INE508G01029,532856,TIMETECHNO,,TIMETECHNO,,Time Technoplast,,TIMETECHNO,
INE508J01015,531582,BERYLSE,,,,Beryl Securities,,BERYLSE,
INE508K01013,543901,RHL,,RHL,,Robust Hotels,,RHL,
INE508N01025,538422,JACKSON,,,,Jackson Investments,,JACKSON,
INE508R01018,540221,SHASHANK,,,,Shashank Traders,,SHASHANK,
INE508W01018,512433,ASUTENT,,,,Asutosh Enterprises,,ASUTENT,
INE509C01026,531739,GENNEX,,,,Gennex Laboratories,,GENNEX,
INE509F01029,530843,CUPID,,CUPID,,Cupid,,CUPID,
INE510A01028,532178,ENGINERSIN,,ENGINERSIN,,Engineers India,,ENGINERSIN,
INE510B01018,530765,AGARWAL,,,,Agarwal Fortune,,AGARWAL,
INE510H01015,512047,ROYALIND,,,,Royal India Corp,,ROYALIND,
INE510P01018,538556,ARMAN,,,,Arman Holdings,,ARMAN,
INE510U01018,544141,PESB,,,,Pune e-Stock Broking,,PESB,
INE510W01014,543667,INOXGREEN,,INOXGREEN,,Inox Green Energy Services,,INOXGREEN,
INE511C01022,524000,POONAWALLA,,POONAWALLA,,Poonawalla Fincorp,,POONAWALLA,
INE511D01012,504076,JYOTI,,,,Jyoti,,JYOTI,
INE511J01027,508993,KEDIACN,,,,Kedia Construction,,KEDIACN,
INE511Y01018,203210,MMP,,MMP,,Mmp Industries,,MMP,
INE512A01016,500142,FGP,,,,FGP,,FGP,
INE512B01022,532666,FCSSOFT,,FCSSOFT,,FCS Software Solutions,,FCSSOFT,
INE512D01028,506134,GOURMET,,,,Gourmet Gateway India,,GOURMET,
INE513A01022,505790,SCHAEFFLER,,SCHAEFFLER,,Schaeffler India,,SCHAEFFLER,
INE513C01010,538894,OCTAL,,,,Octal Credit Capital,,OCTAL,
INE513E01024,531822,RODIUM,,,,Rodium Realty,,RODIUM,
INE513R01026,538817,CAPPIPES,,,,Captain Pipes,,CAPPIPES,
INE514C01026,532164,MINOLTAF,,,,Minolta Finance,,MINOLTAF,
INE514Y01020,208106,MOKSH,,MOKSH,,Moksh Ornaments,,MOKSH,
INE515A01019,500147,COCKERILL,,,,John Cockerill,,COCKERILL,
INE515B01025,526441,VISIONCINE,,,,Vision Cinemas,,VISIONCINE,
INE515C01023,531842,LAHOTIOV,,,,Lahoti Overseas,,LAHOTIOV,
INE515H01014,509525,EMPIND,,,,Empire Industries,,EMPIND,
INE516A01017,500148,UFLEX,,UFLEX,,UFLEX,,UFLEX,
INE516E01019,538742,PANABYTE,,,,Panabyte Technologies,,PANABYTE,
INE516F01016,532057,ABHICAP,,,,Abhinav Capital Services,,ABHICAP,
INE516H01012,532766,RICHAIND,,,,Richa Industries,,RICHAIND,
INE516P01015,538540,RLFL,,,,Ramchandra Leasing & Finance,,RLFL,
INE517B01013,532371,TTML,,TTML,,Tata Teleservices Maharashtra,,TTML,
INE517D01019,514128,KONARKSY,,,,Konark Synthetics,,KONARKSY,
INE517F01014,533248,GPPL,,GPPL,,Gujarat Pipavav Port,,GPPL,
INE517M01028,211144,POLYSIL,,POLYSIL,,Polysil Irrigation Systems,,POLYSIL,
INE518A01013,502865,FORBESCO,,,,Forbes & Company,,FORBESCO,
INE518E01015,541400,ZIMLAB,,ZIMLAB,,Zim Laboratories,,ZIMLAB,
INE518X01015,210874,CBAZAAR,,CBAZAAR,,Net Avenue Technologies,,CBAZAAR,
INE519A01011,500150,FOSECOIND,,FOSECOIND,,Foseco,,FOSECOIND,
INE519C01017,533306,SUMMITSEC,,SUMMITSEC,,Summit Securities,,SUMMITSEC,
INE519D01015,530577,LADDERUP,,,,Ladderup Finance,,LADDERUP,
INE519N01014,526570,MIDWEST,,,,Midwest Gold,,MIDWEST,
INE520A01027,504067,ZENSARTECH,,ZENSARTECH,,Zensar Technologies,,ZENSARTECH,
INE520H01022,211781,BEARDSELL,,BEARDSELL,,Beardsell,,BEARDSELL,
INE520Y01019,201038,ICEMAKE,,ICEMAKE,,Ice Make Refrigeration,,ICEMAKE,
INE521J01018,533260,CPCAP,,CPCAP,,CP Capital,,CPCAP,
INE521L01030,509053,BANASFN,,,,Banas Finance,,BANASFN,
INE522D01027,531213,MANAPPURAM,,MANAPPURAM,,Manappuram Finance,,MANAPPURAM,
INE522F01014,533278,COALINDIA,,COALINDIA,,Coal India,,COALINDIA,
INE522V01011,205279,AVSL,,AVSL,,AVSL Industries,,AVSL,
INE523B01011,532351,AKSHOPTFBR,,AKSHOPTFBR,,Aksh Optifibre,,AKSHOPTFBR,
INE523I01016,531437,PWASML,,,,Prakash Woollen & Synthetic Mills,,PWASML,
INE523K01012,537840,RAUNAQ,,,,Raunaq International,,RAUNAQ,
INE523W01017,512404,BENGALS,,,,Bengal Steel Industries,,BENGALS,
INE524A01029,505714,GABRIEL,,GABRIEL,,Gabriel,,GABRIEL,
INE524B01027,513108,GANDHITUBE,,GANDHITUBE,,Gandhi Special Tubes,,GANDHITUBE,
INE524L01026,533482,KRIDHANINF,,KRIDHANINF,,Kridhan Infra,,KRIDHANINF,
INE524N01014,534623,JUPITERIN,,,,Jupiter Infomedia,,JUPITERIN,
INE524T01011,539956,TAALENT,,,,TaaL Enterprises,,TAALENT,
INE525B01016,509073,HATHWAYB,,,,Hathway Bhawani Cabletel & Datacom,,HATHWAYB,
INE525F01025,532485,BLIL,,,,Balmer Lawrie Investments,,BLIL,
INE526B01014,532386,CALSOFT,,CALSOFT,,California Software,,CALSOFT,
INE526C01012,531272,NIKKIGL,,,,Nikki Global Finance,,NIKKIGL,
INE526E01018,544344,SHRIPISTON,,SHRIPISTON,,Shriram Pistons & Rings,,SHRIPISTON,
INE526H01011,530401,VINYOFL,,,,Vinyoflex,,VINYOFL,
INE526R01028,539017,STARHFL,,,,Star Housing Finance,,STARHFL,
INE527B01020,511116,QUADRANT,,,,Quadrant Televentures,,QUADRANT,
INE527H01019,539141,UFO,,UFO,,UFO Moviez,,UFO,
INE528A01020,203307,GKWLIMITED,,GKWLIMITED,,GKW,,GKWLIMITED,
INE528C01018,531652,UVS,,,,UVS Hospitality And Services,,UVS,
INE528E01022,524642,SIKOZY,,,,Sikozy Realtors,,SIKOZY,
INE528G01035,532648,YESBANK,,YESBANK,,Yes Bank,,YESBANK,
INE529A01010,505744,FMGOETZE,,FMGOETZE,,Federal Mogul Goetze,,FMGOETZE,
INE529D01014,526381,PATINTLOG,,PATINTLOG,,Patel Integrated Logistic,,PATINTLOG,
INE529F01035,512131,SIGIND,,SIGIND,,Signet Industries,,SIGIND,
INE529I01021,532937,KUANTUM,,KUANTUM,,Kuantum Papers,,KUANTUM,
INE530B01024,532636,IIFL,,IIFL,,IIFL Finance,,IIFL,
INE530D01012,531257,PRATIKSH,,,,Pratiksha Chemicals,,PRATIKSH,
INE531A01024,500165,KANSAINER,,KANSAINER,,Kansai Nerolac Paints,,KANSAINER,
INE531D01010,531288,LEADFIN,,,,Lead Financial Services,,LEADFIN,
INE531E01026,513599,HINDCOPPER,,HINDCOPPER,,Hindustan Copper,,HINDCOPPER,
INE531F01015,543988,NUVAMA,,NUVAMA,,Nuvama Wealth Management,,NUVAMA,
INE531R01010,211095,MEGATHERM,,MEGATHERM,,Megatherm Induction,,MEGATHERM,
INE531X01018,531931,SAICAPI,,,,Sai Capital,,SAICAPI,
INE532B01020,524622,ISTRNETWK,,,,iStreet Network,,ISTRNETWK,
INE532F01054,532922,EDELWEISS,,EDELWEISS,,Edelweiss Financial Services,,EDELWEISS,
INE532U01012,509910,ZSOUTGAS,,,,Southern Gas,,ZSOUTGAS,
INE533A01012,500168,GOODYEAR,,,,Goodyear,,GOODYEAR,
INE533B01028,511539,SUPRATRE,,,,Supra Trends,,SUPRATRE,
INE533C01018,530235,KJMCFIN,,,,KJMC Financial Services,,KJMCFIN,
INE533D01032,530699,RAJRILTD,,RAJRILTD,,Raj Rayon Industries,,RAJRILTD,
INE534D01014,519097,RITESHIN,,,,Ritesh International,,RITESHIN,
INE534E01020,539620,KEIL,,,,Kanoria Energy & Infrastructure,,KEIL,
INE535C01013,514322,KAMADGIRI,,,,Kamadgiri Fashion,,KAMADGIRI,
INE535D01037,517500,ROTO,,ROTO,,Roto Pumps,,ROTO,
INE535F01024,522257,RAJOOENG,,RAJOOENG,,Rajoo Engineers,,RAJOOENG,
INE535P01015,530929,RRPDEFENSE,,,,RRP Defense,,RRPDEFENSE,
INE536A01023,506076,GRINDWELL,,GRINDWELL,,Grindwell Norton,,GRINDWELL,
INE536C01029,530219,NUTRICIRCLE,,,,Nutricircle,,NUTRICIRCLE,
INE536H01010,532756,CIEINDIA,,CIEINDIA,,CIE Automotive,,CIEINDIA,
INE536P01021,536974,CPL,,,,Captain Polyplast,,CPL,
INE537A01013,500170,GTNINDS,,,,GTN Industries,,GTNINDS,
INE537B01011,523844,CONSTRONIC,,,,Constronics Infra,,CONSTRONIC,
INE537F01012,519003,MODINATUR,,,,Modi Naturals,,MODINATUR,
INE537L01010,504392,KRISHNA,,,,Krishna Ventures,,KRISHNA,
INE537U01037,540079,SPRAYKING,,,,Sprayking,,SPRAYKING,
INE538A01037,500173,GFLLIMITED,,GFLLIMITED,,GFL,,GFLLIMITED,
INE538D01015,516106,SHKARTP,,,,Shree Karthik Papers,,SHKARTP,
INE538G01018,531111,GOTHIPL,,,,Gothi Plascon,,GOTHIPL,
INE539A01019,500171,GHCL,,GHCL,,GHCL,,GHCL,
INE539B01017,532372,VIRINCHI,,VIRINCHI,,Virinchi,,VIRINCHI,
INE540C01021,519455,NARBADA,,,,Narbada Gems & Jewellery,,NARBADA,
INE540G01014,531978,AMBIKCO,,AMBIKCO,,Ambika Cotton Mill,,AMBIKCO,
INE540H01012,532757,VOLTAMP,,VOLTAMP,,Voltamp Transformers,,VOLTAMP,
INE540L01014,539523,ALKEM,,ALKEM,,Alkem Laboratories,,ALKEM,
INE540S01019,539220,MISHKA,,,,Mishka Exim,,MISHKA,
INE541A01023,505255,GMMPFAUDLR,,GMMPFAUDLR,,GMM Pfaudler,,GMMPFAUDLR,
INE541C01037,532444,TSPIRITUAL,,,,T Spiritual World,,TSPIRITUAL,
INE541F01022,517288,GUJARATPOLY,,,,Gujarat Poly Avx Electronics,,GUJARATPOLY,
INE541K01014,539255,STARDELTA,,,,Star Delta Transformers,,STARDELTA,
INE541R01019,539098,FILTRA,,,,Filtra Consultants,,FILTRA,
INE542B01011,524598,AKSHARCHEM,,AKSHARCHEM,,AksharChem,,AKSHARCHEM,
INE542C01019,519494,NKIND,,NKIND,,NK Industries,,NKIND,
INE542F01020,533107,SWANDEF,,SWANDEF,,Swan Defence & Heavy Industries,,SWANDEF,
INE542W01025,542323,KPIGREEN,,KPIGREEN,,KPI Green Energy,,KPIGREEN,
INE542Z01028,211859,KAPSTON,,KAPSTON,,Kapston Services,,KAPSTON,
INE543F01028,519299,PRIMIND,,,,Prime Industries,,PRIMIND,
INE543V01017,205354,ACEINTEG,,ACEINTEG,,Ace Integrated Solutions,,ACEINTEG,
INE544A01019,500467,HARRMALAYA,,HARRMALAYA,,Harrisons Malayalam,,HARRMALAYA,
INE544C01023,507498,PICCASUG,,,,Piccadily Sugar & Allied,,PICCASUG,
INE544H01014,532771,JHS,,JHS,,JHS Svendgaard Laboratories,,JHS,
INE544R01021,538979,GREENLAM,,GREENLAM,,Greenlam Industries,,GREENLAM,
INE544W01021,540401,MAXIMUS,,,,Maximus International,,MAXIMUS,
INE545A01024,509631,HEG,,HEG,,HEG,,HEG,
INE545B01022,531460,CONTICON,,,,Continental Controls,,CONTICON,
INE545E01018,530855,GDLLEAS,,,,GDL Leasing & Finance,,GDLLEAS,
INE545H01011,532804,TIIL,,TIIL,,Technocraft Industries,,TIIL,
INE545L01039,505850,MANCREDIT,,MANCREDIT,,Mangal Credit & Fincorp,,MANCREDIT,
INE545N01019,531925,SHAQUAK,,,,Shantanu Sheorey Aqua,,SHAQUAK,
INE545U01014,541153,BANDHANBNK,,BANDHANBNK,,Bandhan Bank,,BANDHANBNK,
INE546C01010,530305,PICCADIL,,PICCADIL,,Piccadily Agro Industries,,PICCADIL,
INE546D01018,531644,TOKYOFIN,,,,Tokyo Finance,,TOKYOFIN,
INE546F01013,530697,ZENLABS,,,,Zenlabs Ethica,,ZENLABS,
INE546I01025,537707,LADDU,,,,Laddu Gopal Online Services,,LADDU,
INE546V01010,201720,EIFFL,,EIFFL,,Euro India Fresh Foods,,EIFFL,
INE546Y01022,540901,PRAXIS,,PRAXIS,,Praxis Home Retail,,PRAXIS,
INE547B01028,531225,XTGLOBAL,,XTGLOBAL,,Xtglobal Infotech,,XTGLOBAL,
INE547C01018,531982,SPECFOOD,,,,Spectrum Foods,,SPECFOOD,
INE547E01014,590065,IMPAL,,IMPAL,,India Motor Parts & Accessories,,IMPAL,
INE548A01028,500183,HFCL,,HFCL,,HFCL,,HFCL,
INE548B01018,531744,GINISILK,,,,Gini Silk Mills,,GINISILK,
INE548C01032,531162,EMAMILTD,,EMAMILTD,,Emami,,EMAMILTD,
INE548D01014,526755,VELHO,,,,Velan Hotels,,VELHO,
INE548H01015,524502,RAAJMEDI,,,,Raaj Medisafe,,RAAJMEDI,
INE548Z01017,202362,LAGNAM,,LAGNAM,,Lagnam Spintex,,LAGNAM,
INE549A01026,500185,HCC,,HCC,,Hindustan Construction Company,,HCC,
INE549B01016,508956,HBLEAS,,,,HB Leasing & Finance Co.,,HBLEAS,
INE549D01012,511147,WSFX,,,,WSFX Global Pay,,WSFX,
INE549H01021,544530,ARSSBL,,ARSSBL,,Anand Rathi Share & Stock Brokers,,ARSSBL,
INE549S01036,539561,REMLIFE,,,,Remedium Lifecare,,REMLIFE,
INE550B01022,532216,HBSL,,HBSL,,HB Stockholdings,,HBSL,
INE550C01020,526987,URJA,,URJA,,Urja Global,,URJA,
INE550D01010,526525,WWALUM,,,,Worldwide Aluminium,,WWALUM,
INE550F01049,532467,HAZOOR,,,,Hazoor Multi Projects,,HAZOOR,
INE550H01011,532904,SUPREMEINF,,SUPREMEINF,,Supreme Infrastructure,,SUPREMEINF,
INE550L01013,534190,OLPCL,,,,Olympic Cards,,OLPCL,
INE551B01012,539518,UDAYJEW,,,,Uday Jewellery Industries,,UDAYJEW,
INE551C01044,524632,SHUKRAPHAR,,,,Shukra Pharmaceuticals,,SHUKRAPHAR,
INE551D01018,516030,PAKKA,,PAKKA,,Pakka,,PAKKA,
INE551Q01028,201000,VSCL,,VSCL,,Vadivarhe Speciality Chemicals,,VSCL,
INE551W01018,542904,UJJIVANSFB,,UJJIVANSFB,,Ujjivan Small Finance Bank,,UJJIVANSFB,
INE552B01010,526899,HFIL,,,,Himalaya Food International,,HFIL,
INE552D01024,526829,CONFIPET,,CONFIPET,,Confidence Petroleum,,CONFIPET,
INE552F01011,512245,ZNIVITRD,,,,Nivi Trading,,ZNIVITRD,
INE552H01017,512271,TASHIND,,,,Tashi,,TASHIND,
INE552U01010,539997,KPL,,,,Kwality Pharmaceuticals,,KPL,
INE552Z01027,544203,ABDL,,ABDL,,Allied Blenders & Distillers,,ABDL,
INE553C01016,534615,NECCLTD,,NECCLTD,,North Eastern Carrying Corp.,,NECCLTD,
INE553F01035,508664,BESTEAST,,,,Best Eastern Hotels,,BESTEAST,
INE553H01015,512261,BAJGLOB,,,,Bajaj Global,,BAJGLOB,
INE554H01021,531676,VAGHANI,,,,Vaghani Techno Build,,VAGHANI,
INE554R01020,538928,KARNAVATI,,,,Karnavati Finance,,KARNAVATI,
INE555B01013,532395,AXISCADES,,AXISCADES,,Axiscades Engineering Technologies,,AXISCADES,
INE555C01029,532323,SHIVACEM,,,,Shiva Cement,,SHIVACEM,
INE555P01013,537750,KIRANVYPAR,,,,Kiran Vyapar,,KIRANVYPAR,
INE555Z01020,212236,TARACHAND,,TARACHAND,,Tara Chand Infralogistics Solutions,,TARACHAND,
INE556D01017,511359,ADMANUM,,,,Ad-Manum Finance,,ADMANUM,
INE556Z01010,541338,UHZAVERI,,,,UH Zaveri,,UHZAVERI,
INE557A01011,509675,BIRLANU,,BIRLANU,,Birlanu,,BIRLANU,
INE557B01019,526596,LIBERTSHOE,,LIBERTSHOE,,Liberty Shoes,,LIBERTSHOE,
INE557C01017,500319,INDSUCR,,,,Indian Sucrose,,INDSUCR,
INE557D01015,507515,CJGEL,,,,CJ Gelatine Products,,CJGEL,
INE557Z01018,543912,PIGL,,PIGL,,Power & Instrumentation,,PIGL,
INE558A01019,523638,IPRINGLTD,,,,IP Rings,,IPRINGLTD,
INE558D01021,531556,CORALFINAC,,CORALFINAC,,Coral India Finance,,CORALFINAC,
INE558F01026,531977,CHLOGIST,,,,Chartered Logistics,,CHLOGIST,
INE558R01013,202985,HECPROJECT,,HECPROJECT,,HEC Infra Projects,,HECPROJECT,
INE559A01017,505726,IFBIND,,IFBIND,,IFB Industries,,IFBIND,
INE559D01011,511413,CREST,,CREST,,Crest Ventures,,CREST,
INE559N01010,534680,SRGHFL,,SRGHFL,,SRG Housing Finance,,SRGHFL,
INE559R01029,543714,LANDMARK,,LANDMARK,,Landmark Cars,,LANDMARK,
INE560A01023,500201,INDIAGLYCO,,INDIAGLYCO,,India Glycols,,INDIAGLYCO,
INE560D01027,531411,TUNITEX,,,,Tuni Textile Mills,,TUNITEX,
INE560F01022,532154,JOHNPHARMA,,,,Johnson Pharmacare,,JOHNPHARMA,
INE560K01014,533344,PFS,,PFS,,PTC India Financial Services,,PFS,
INE560T01015,542803,VEL,,,,Vaxfab Enterprises,,VEL,
INE561C01019,505688,BHARATGEAR,,BHARATGEAR,,Bharat Gears,,BHARATGEAR,
INE561D01025,526614,EXPOEAPL,,,,Expo Engineering & Projects,,EXPOEAPL,
INE561E01015,531506,SKRABUL,,,,Shukra Bullions,,SKRABUL,
INE561H01026,532780,PARSVNATH,,PARSVNATH,,Parsvnath Developers,,PARSVNATH,
INE561M01018,531109,ISHANCH,,ISHANCH,,Ishan Dyes & Chemicals,,ISHANCH,
INE562A01011,532814,INDIANB,,INDIANB,,Indian Bank,,INDIANB,
INE562B01019,500354,RAJSREESUG,,RAJSREESUG,,Rajshree Sugars & Chemicals,,RAJSREESUG,
INE562E01021,531529,SOFTRAKV,,,,Softrak Venture Investments,,SOFTRAKV,
INE562X01013,202099,UNIVASTU,,UNIVASTU,,Univastu,,UNIVASTU,
INE563C01015,539218,SAUMYA,,,,Saumya Consultants,,SAUMYA,
INE563D01013,530027,AADIIND,,,,Aadi Industries,,AADIIND,
INE563J01010,533138,ASTEC,,ASTEC,,Astec Lifesciences,,ASTEC,
INE564B01015,531980,SENINFO,,,,Senthil Infotek,,SENINFO,
INE564C01013,514378,YARNSYN,,,,Yarn Syndicate,,YARNSYN,
INE564J01026,512453,SHRJAGP,,,,Shri Jagdamba Polymers,,SHRJAGP,
INE564S01019,539659,KAMATS,,,,Vikram Kamats Hospitality,,KAMATS,
INE564T01017,200428,JETKNIT,,JETKNIT,,Jet Knitwears,,JETKNIT,
INE564V01013,540148,BINDALEXPO,,,,Bindal Exports,,BINDALEXPO,
INE565A01014,532388,IOB,,IOB,,Indian Overseas Bank,,IOB,
INE565E01016,519604,SURFI,,,,Suryo Foods & Industries,,SURFI,
INE565L01011,533287,ZEELEARN,,ZEELEARN,,Zee Learn,,ZEELEARN,
INE565V01010,540145,VALIANTORG,,VALIANTORG,,Valiant Organics,,VALIANTORG,
INE566K01011,533181,ISFT,,ISFT,,Intrasoft Technologies,,ISFT,
INE566M01017,504731,AZADIND,,,,Azad India Mobility,,AZADIND,
INE567A01028,504058,NIPPOBATRY,,NIPPOBATRY,,Indo National,,NIPPOBATRY,
INE567L01017,501261,LORDSMARK,,,,Lords Mark,,LORDSMARK,
INE568F01017,505827,SNL,,,,SNL Bearings,,SNL,
INE568Z01015,543930,URAVIDEF,,URAVIDEF,,Uravi Defence and Technology,,URAVIDEF,
INE569B01022,511609,ISLCONSUL,,,,ISL Consulting,,ISLCONSUL,
INE569C01020,504879,ORIENTCER,,ORIENTCER,,Orient Ceratech,,ORIENTCER,
INE570A01022,500214,IONEXCHANG,,IONEXCHANG,,Ion Exchange,,IONEXCHANG,
INE570B01012,513513,ADITYA,,,,Aditya Ispat,,ADITYA,
INE570D01018,516064,ARROWGREEN,,ARROWGREEN,,Arrow Greentech,,ARROWGREEN,
INE570L01029,544306,SAILIFE,,SAILIFE,,Sai Life Sciences,,SAILIFE,
INE570N01025,511187,MILLENNIUM,,,,Millennium Online Solutions,,MILLENNIUM,
INE571A01038,524494,IPCALAB,,IPCALAB,,IPCA Laboratories,,IPCALAB,
INE571B01036,520066,JAYBARMARU,,JAYBARMARU,,Jay Bharat Maruti,,JAYBARMARU,
INE571U01010,539939,YASHCHEM,,,,Yash Chemex,,YASHCHEM,
INE572A01036,506943,JBCHEPHARM,,JBCHEPHARM,,J B Chemicals and Pharmaceuticals,,JBCHEPHARM,
INE572D01014,522195,FRONTSP,,,,Frontier Springs,,FRONTSP,
INE572E01012,540173,PNBHOUSING,,PNBHOUSING,,PNB Housing Finance,,PNBHOUSING,
INE572G01025,509048,LANCORHOL,,LANCORHOL,,Lancor Holdings,,LANCORHOL,
INE572J01011,542759,SPANDANA,,SPANDANA,,Spandana Sphoorty Financial,,SPANDANA,
INE572Z01017,541771,AMINTAN,,,,Amin Tannery,,AMINTAN,
INE573A01042,530007,JKTYRE,,JKTYRE,,JK Tyre & Industries,,JKTYRE,
INE573B01016,530589,PRIMAPLA,,,,Prima Plastics,,PRIMAPLA,
INE573K01025,533470,RUSHIL,,RUSHIL,,Rushil Decor,,RUSHIL,
INE573R01012,524324,SEYAIND,,SEYAIND,,Seya Industries,,SEYAIND,
