isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,company_id,sector,change,oldisin,oldsecurityid,oldsymbol
INE004A01022,544021,PROTEAN,,PROTEAN,,Protean e-Gov Technologies,Protean e-Gov Technologies (NSDL),PROTEAN,56817103-c681-47df-8b22-b299121389c6,,name,,,
INE005G01026,539559,DDIL,,,,Deep Diamond,Deep Diamond India,DDIL,30d8b5cd-24c7-43c9-bd13-dde87af59e64,,name,,,
INE00C401011,210659,MAL,,MAL,,Mangalam Alloys,,MAL,2f47d697-7346-46a8-9500-65dca6d7de05,,"bsecode,securityid,symbol",,19137.0,
INE00D001018,208145,REXPIPES,,REXPIPES,,Rex Pipes & Cables,,REXPIPES,40a9159b-af10-4d3c-a6a0-cbc91b75fb46,,"bsecode,securityid,symbol",,5312.0,
INE00ER01015,210749,ONDOOR,,ONDOOR,,On Door Concepts,,ONDOOR,106a4301-e10c-457a-a7a5-f3974ddd0228,,"bsecode,securityid,symbol",,19703.0,
INE00F201020,543527,PRUDENT,,PRUDENT,,Prudent Corporate Advisory Services,Prudent Corporate Advisors,PRUDENT,2698b55d-a2fa-4387-be92-687d1dc814f1,,name,,,
INE00HZ01011,526125,BNAGROCHEM,BNHOLDINGS,,,BN Agrochem,BN Holdings,BNAGROCHEM,38968346-9aa3-4394-ab23-1eae8ffacdff,,"bsecode,name,symbol",,,BNHOLDINGS
INE00KV01022,209275,RAJMET,,RAJMET,,Rajnandini Metal,,RAJMET,899d3c7b-de59-461a-922e-d3f7b6dd4cdb,,"bsecode,securityid,symbol",,2171.0,
INE00U401027,544227,UNIECOM,,UNIECOM,,Unicommerce eSolutions,Unicommerce e-Solutions,UNIECOM,6f6bf91d-0198-470f-b85f-76bcb9db416c,,name,,,
INE00U801010,205337,PARIN,,PARIN,,Parin Enterprises,Parin Furniture,PARIN,961dad68-a8bf-4cce-9af9-66bef77aa641,,name,,,
INE00WS01056,208776,GSTL,,GSTL,,Globesecure Technologies,,GSTL,89bb927f-dea4-46b7-bcbb-83c3c2ccf3cd,,"bsecode,securityid,symbol",,9768.0,
INE012Q01021,538119,RNBDENIMS,,RNBDENIMS,,R&B Denims,,RNBDENIMS,8b5718fa-51ae-4815-a998-b0168888bc35,,nsecode,,,
INE016A01026,500096,DABUR,,DABUR,,Dabur India,Dabur,DABUR,5664f3d0-6de0-4408-9e9d-1f2029d687b5,,name,,,
INE019D01016,539383,MAHAVEER,MINFY,,,Mahaveer Infoway,,MAHAVEER,d93b457f-1adc-45e4-855a-c5b7041d1703,,"bsecode,symbol",,,MINFY
INE01A501027,541945,RANJEET,,,,Ranjeet Mechatronics,Ranjeet Mechatronics Limi,RANJEET,7b23ebe4-d348-4d78-871c-21cf136872f7,,name,,,
INE01II01013,205873,SILGO,,SILGO,,Silgo Retail,,SILGO,d86e2ad2-0622-43fc-a974-91334868dc3f,,"bsecode,securityid,symbol",,2495.0,
INE020801028,542337,SPENCERS,,SPENCERS,,Spencer's Retail,Spencers Retail,SPENCERS,c9fd071a-80ff-4e6d-9f8f-78400a598c0e,,name,,,
INE024L01027,533282,GRAVITA,,GRAVITA,,Gravita India,Gravita,GRAVITA,f03611a6-bab0-49ce-ac8b-b019c7431be5,,name,,,
INE027F01014,532217,CMXLTD,SIELFNS,,,CMX Holdings,Siel Financial Services,CMXLTD,6f689961-1844-40f9-ba26-a8ef2b673a95,,"bsecode,name,symbol",,,SIELFNS
INE031G01022,531254,OPTIFIN,,,,Optimus Finance,Optimus Finance Limited,OPTIFIN,50b1235b-a83a-4c0b-9bff-4960b4584c3c,,name,,,
INE035801013,543743,AERONEU,SAH,AERONEU,SAH,Aeroflex Neu,Sah Polymers,AERONEU,b2943997-f836-43b5-9ccf-670e62b7fd4e,,"bsecode,name,nsecode,symbol",,,SAH
INE037B01020,512393,SHARDUL,,,,Shardul Securities,SHARDUL SECURITIES LTD.,SHARDUL,ef1bc6fc-e7d0-40eb-af8c-20311e8d145c,,name,,,
INE03KJ01013,208611,SHIGAN,,SHIGAN,,Shigan Quantum Technologies,,SHIGAN,35469bc0-acda-4610-a6fe-01efa5740f59,,"bsecode,securityid,symbol",,8398.0,
INE04VX01019,210875,SHEETAL,,SHEETAL,,Sheetal Universal,,SHEETAL,99a0be68-408b-4987-9ea9-195eeca47cb4,,"bsecode,securityid,symbol",,20426.0,
INE056001014,542727,CPML,,,,City Pulse Multiventures,City Pulse Multiplex,CPML,5f886c35-e970-444f-9cbd-261ad6c37612,,name,,,
INE062Y01020,540730,MEHAI,,,,Mehai Technology,Mehai Technology  Limited,MEHAI,a8d8e93c-a40f-44d9-942a-2b9fad06555e,,name,,,
INE071A01013,500059,BILVYAPAR,BINANIIND,BILVYAPAR,BINANIIND,Bil Vyapar,Binani Industries,BILVYAPAR,a184d40a-20bf-456d-9bd5-26296023dfe2,,"bsecode,name,nsecode,symbol",,,BINANIIND
INE072A01029,513361,INDIAHOMES,ISWL,,,India Homes,India Steel Works,INDIAHOMES,ddda8126-b566-4f8e-9c56-9371a4b0ba9c,,"bsecode,name,symbol",,,ISWL
INE07L501010,543410,DMR,,,,DMR Engineering,DMR Hydroengineering & Infrastructures ,DMR,e83b1fbb-d725-4b8f-bcc5-6f5ff810e660,,name,,,
INE087E01011,517264,FINELINE,,,,Fine-Line Circuits,FINE-LINE CIRCUITS LTD.,FINELINE,fd2d8c23-be22-4e89-9fcb-73c46d635f88,,name,,,
INE08PH01015,544522,ABCOTS,,ABCOTS,,AB Cotspin,,ABCOTS,18ea02ec-b1ac-4b92-90ad-ea49fb11a21d,,securityid,,208474.0,
INE09FA01019,210544,YUDIZ,,YUDIZ,,Yudiz Solutions,,YUDIZ,acbb125b-ea91-455a-a5e8-55e4e24fa0d9,,"bsecode,securityid,symbol",,18051.0,
INE0AQ201015,544408,THELEELA,,THELEELA,,Leela Palaces Hotels & Resorts,Schloss Bangalore,THELEELA,cad0e2f1-42aa-4a0e-bd16-f018f5bdaa4a,,name,,,
INE0BTR01012,210476,SYNOPTICS,,SYNOPTICS,,Synoptics Technologies,,SYNOPTICS,f62af6d0-5476-4818-b0ad-f30891f80c1e,,"bsecode,securityid,symbol",,17206.0,
INE0C5901022,543319,AAPLUSTRAD,,,,AA Plus Tradelink,AA Plus Tradelink Limited,AAPLUSTRAD,27f0f146-282a-4fd1-86a4-6d4a9e70056c,,name,,,
INE0CDK01019,209129,MAKS,,MAKS,,Maks Energy Solutions,,MAKS,f77a7155-f3af-4cd0-b2c0-8bf6324f40fb,,"bsecode,securityid,symbol",,11222.0,
INE0DHF01018,211931,IPHL,,IPHL,,Indian Phosphate,,IPHL,c0c5975f-dfa2-42ec-a60c-6cf4b6414193,,"bsecode,securityid,symbol",,25036.0,
INE0DM401012,213182,SHRIAHIMSA,,SHRIAHIMSA,,Shri Ahimsa Naturals,SHRI AHIMSA NATURALS LTD,SHRIAHIMSA,6bf8b3a2-ef4e-4085-968e-2abb74a584e4,,name,,,
INE0E4I01027,543443,ASCENSIVE,,,,Ascensive Educare,Ascensive Educare Limited,ASCENSIVE,0200ab28-e510-4a49-91cf-9942475e8684,,name,,,
INE0FLF01015,213373,NIKITA,,NIKITA,,Nikita Greentech Recycling,Nikita Papers,NIKITA,0426090d-3a36-4f17-88f8-505a91b49796,,name,,,
INE0FPO01018,212038,PHOGLOBAL,,PHOGLOBAL,,Phoenix Overseas,,PHOGLOBAL,2c5a20bc-6072-4b63-b507-597be771b4c6,,"bsecode,securityid,symbol",,25519.0,
INE0FW001016,543364,MARKOLINES,,MARKOLINES,,Markolines Pavement Technologies,,MARKOLINES,e01eb539-08d9-491e-a996-e68f26a6ea88,,nsecode,,,
INE0H1201020,543372,GETALONG,,,,Getalong Enterprise,Getalong Enterprise Limit,GETALONG,b5326b73-176f-45df-83fa-bfe7a5905a25,,name,,,
INE0H4B01011,209492,LRRPL,,LRRPL,,Lead Reclaim & Rubber Products,,LRRPL,26802d3b-243b-48de-9c0b-c216d6b389d5,,"bsecode,securityid,symbol",,14211.0,
INE0HKW01018,208528,PRECISION,,PRECISION,,Precision Metaliks,,PRECISION,1cc54d48-ddac-4e89-9019-153e79fe7196,,"bsecode,securityid,symbol",,7963.0,
INE0IGO01011,208303,DESTINY,,DESTINY,,Destiny Logistics - RE,,DESTINY,e41afec5-2c96-4812-9e32-85c4938e6c95,,"bsecode,securityid,symbol",,6092.0,
INE0ISZ01012,211634,ZTECH,,ZTECH,,Z-Tech India,,ZTECH,df9e2937-51ab-40f4-8a2e-d7b9d300d706,,"bsecode,securityid,symbol",,23979.0,
INE0J0B01017,208339,KOTYARK,,KOTYARK,,Kotyark Industries,,KOTYARK,2393f560-297d-41c2-bb1b-b51a238fa5ae,,"bsecode,securityid,symbol",,6444.0,
INE0K1401020,543499,ACHYUT,,,,Achyut Healthcare,Achyut Healthcare Limited,ACHYUT,f9a12dcc-6ead-4efe-9197-4bd203e28496,,name,,,
INE0K4D01020,210308,QUICKTOUCH,,QUICKTOUCH,,Quicktouch Technologies,,QUICKTOUCH,9fb53505-b976-4cf5-b0f0-67275d088ded,,"bsecode,securityid,symbol",,15294.0,
INE0K5H01010,211205,SADHAV,,SADHAV,,Sadhav Shipping,,SADHAV,50078cfd-f811-40e2-be43-8af5a77e506d,,"bsecode,securityid,symbol",,22900.0,
INE0KKN01029,543590,RHETAN,,RHETAN,,Rhetan TMT,,RHETAN,92b56008-4f1b-417e-8c41-414740ec4d57,,nsecode,,,
INE0KLO01025,213173,ACTIVEINFR,,ACTIVEINFR,,Active Infrastructures,ACTIVE INFRASTRUCTURES L,ACTIVEINFR,e43c703a-168e-42e8-9476-b6a0eb5d574a,,name,,,
INE0KZF01015,211905,QVCEL,,QVCEL,,QVC Exports,,QVCEL,76dad679-9567-481b-89da-1dbb9f8b281c,,"bsecode,securityid,symbol",,24960.0,
INE0L4V01013,210435,VILINBIO,,VILINBIO,,Vilin Bio Med,,VILINBIO,80815bb9-71f0-4e65-8a47-8799cce4eeb3,,"bsecode,securityid,symbol",,16960.0,
INE0LF301013,208980,AGNI,,AGNI,,Agni Green Power,,AGNI,88c9968f-7722-4fce-860b-4ca5db729b2b,,"bsecode,securityid,symbol",,10498.0,
INE0LGX01024,543620,INA,,,,Insolation Energy,INSOLATION ENERGY LIMITED,INA,c5b416e4-83fb-4a75-b794-5fe09b78abf4,,name,,,
INE0N2D01013,211659,TBI,,TBI,,TBI Corn,,TBI,53862658-813c-425a-9f4c-43fe0acd9c9c,,"bsecode,securityid,symbol",,24022.0,
INE0N5H01017,210615,JIWANRAM,,JIWANRAM,,Jiwanram Sheoduttrai Industries,,JIWANRAM,fd74683b-62a6-46ea-8a0b-25327f8cd04c,,"bsecode,securityid,symbol",,18565.0,
INE0NA301016,209368,RBMINFRA,,RBMINFRA,,RBM Infracon,,RBMINFRA,6d0e310d-4f7b-4d78-9bdc-cdd5f890560f,,"bsecode,securityid,symbol",,13578.0,
INE0NA501011,212706,DIVINEHIRA,,DIVINEHIRA,,Divine Hira Jewellers,,DIVINEHIRA,b264a12f-3889-42d1-ad44-55b979da3507,,"bsecode,securityid,symbol",,30262.0,
INE0NLB01018,209553,VERTEXPLUS,,VERTEXPLUS,,Vertexplus Technologies,,VERTEXPLUS,094bac60-4df4-4c47-b46c-625fcda730bf,,"bsecode,securityid,symbol",,14503.0,
INE0NUL01018,210338,AUROIMPEX,,AUROIMPEX,,Auro Impex & Chemicals,Auro Impex  & Chemicals,AUROIMPEX,7aa6d0db-8957-4008-8ccf-6d3cdced4658,,name,,,
INE0NZW01014,15143,,PATTECH,PATTECH,,Pattech Fitwell Tube Components,,PATTECH,4044fc06-6c2f-4eec-89bc-76026c93db69,,"bsecode,securityid",,210300.0,
INE0O1S01012,210455,MAGSON,,MAGSON,,Magson Retail & Distribution,,MAGSON,3213ecd8-1b67-40b2-a2d1-1c1c80fbeb29,,"bsecode,securityid,symbol",,17091.0,
INE0OCC01013,210598,BASILIC,,BASILIC,,Basilic Fly Studio,,BASILIC,cf839223-af64-4d6b-8311-9db96ceb554f,,"bsecode,securityid,symbol",,18445.0,
INE0OFK01019,210375,CRAYONS,,CRAYONS,,Crayons Advertising,,CRAYONS,b4e89515-60ca-464f-9c42-ea56f475542e,,"bsecode,securityid,symbol",,16442.0,
INE0OGG01015,22537,,DHTL,DHTL,,Docmode Health Technologies,,DHTL,987a9de9-b13c-4ac2-9dcd-32198a8f7197,,"bsecode,securityid",,211090.0,
INE0OYE01013,543982,QUESTFLOW,MESON,,,Meson Valves,,QUESTFLOW,9be67c62-5b55-4fd8-82f2-f8595d1812a5,,"bsecode,symbol",,,MESON
INE0P5R01014,28044,,,PURPLEUTED,,Purple United Sales,,PURPLEUTED,65e21814-0891-4c79-880b-fcf76e4bb2e9,,symbol,,,
INE0PC901019,23562,,BIRDYS,BIRDYS,,Grill Splendour Services,,BIRDYS,8b0b2f70-bc9b-4020-98ab-d5a8216d95bf,,"bsecode,securityid",,211521.0,
INE0PDJ01013,210810,ROXHITECH,,ROXHITECH,,ROX Hi-Tech,,ROXHITECH,3e9d9ed0-0b31-4a9b-8684-2e3bd6bddd06,,"bsecode,securityid,symbol",,20170.0,
INE0PE401018,211710,MEDIORG,,MEDIORG,,Medicamen Organics,,MEDIORG,e09b3cb9-a02e-4688-8e4f-9c55e9635746,,"bsecode,securityid,symbol",,24245.0,
INE0PTR01012,210839,ROCKINGDCE,,ROCKINGDCE,,Rockingdeals Circular Economy,,ROCKINGDCE,20115794-8159-4a7e-b459-5e54eb4bbf0e,,"bsecode,securityid,symbol",,20292.0,
INE0PZA01015,210971,SAIFL,,SAIFL,,Sameera Agro & Infra,,SAIFL,11a0a7ef-a796-4ed0-bf61-618d528187da,,"bsecode,securityid,symbol",,21105.0,
INE0Q1W01012,210949,EFORCE,,EFORCE,,Electro Force,,EFORCE,68bb228c-2ac6-42a2-b76f-c7799e6f3b14,,"bsecode,securityid,symbol",,20902.0,
INE0Q9Q01017,210775,SHANTHALA,,SHANTHALA,,Shanthala FMCG Products,,SHANTHALA,e7a84050-b679-4a50-a590-37b6ce8a35ff,,"bsecode,securityid,symbol",,19755.0,
INE0QD201012,210969,TECHLABS,,TECHLABS,,Trident Techlabs,,TECHLABS,f82f9cae-5877-4027-a95c-6aadd2a2c61b,,"bsecode,securityid,symbol",,21093.0,
INE0QHG01026,210970,SUPREMEPWR,,SUPREMEPWR,,Supreme Power Equipment,,SUPREMEPWR,bc3da8fd-94a5-48c0-a5a0-22a199e2708d,,"bsecode,securityid,symbol",,21074.0,
INE0QRV01016,211582,ABSMARINE,,ABSMARINE,,ABS Marine Services,,ABSMARINE,89675c09-0435-401c-97ef-3a9933a4e4cc,,"bsecode,securityid,symbol",,23786.0,
INE0QX901013,213174,RAPIDFLEET,,RAPIDFLEET,,Rapid Fleet Management Services,RAPID FLEET MGT SERVICE L,RAPIDFLEET,1e41ea21-8049-4d2f-bd62-399612a1c919,,name,,,
INE0QZM01018,23488,,DRSCARGO,DRSCARGO,,DRS Cargo Movers,,DRSCARGO,7559dafd-2ec9-42e6-bccb-aa4f9bbb82e0,,"bsecode,securityid",,211501.0,
INE0R3501012,210975,HRHNEXT,,HRHNEXT,,HRH Next Services,,HRHNEXT,e58a2178-542b-449b-abb9-cd5205dbcacb,,"bsecode,securityid,symbol",,21120.0,
INE0R8M01017,211218,OWAIS,,OWAIS,,Owais Metal & Mineral Processing,,OWAIS,5e4ddcb8-214e-4a0e-84fb-54bb28049625,,"bsecode,securityid,symbol",,22914.0,
INE0R9I01021,212475,ENSER,,ENSER,,Enser Communications,,ENSER,0e174f48-a986-4873-b373-33a697a744a6,,"bsecode,securityid,symbol",,23233.0,
INE0RCG01017,210987,KCEIL,,KCEIL,,Kay Cee Energy & Infra,,KCEIL,20405ca1-77ff-42d0-a3be-16f39b696005,,"bsecode,securityid,symbol",,21185.0,
INE0RDH01021,211066,LAWSIKHO,,LAWSIKHO,,Addictive Learning Technology,,LAWSIKHO,e6b2d487-7519-4eb6-b0b6-b76d6e163ddf,,"bsecode,securityid,symbol",,22471.0,
INE0RJM01010,211469,NAMAN,,NAMAN,,Naman In-Store,,NAMAN,24446499-be5a-4811-905d-65efce6fe664,,"bsecode,securityid,symbol",,23382.0,
INE0RPM01017,211774,SATIPOLY,,SATIPOLY,,Sati Poly Plast,,SATIPOLY,034df33f-c131-4970-b817-e92bec82bde7,,"bsecode,securityid,symbol",,24507.0,
INE0RQZ01017,211174,ESCONET,,ESCONET,,Esconet Technologies,,ESCONET,421df8db-ea0a-4cb8-86ef-90a78c4527c6,,"bsecode,securityid,symbol",,22767.0,
INE0RRU01016,211586,IEML,,IEML,,Indian Emulsifiers,,IEML,9f973ec3-11c4-48b6-be0a-7ca0a7cce9af,,"bsecode,securityid,symbol",,23792.0,
INE0S1D01010,211981,INNOMET,,INNOMET,,Innomet Advanced Materials,,INNOMET,71e9a1ea-0ff9-4bd3-9ea5-cfa0c8808a48,,"bsecode,securityid,symbol",,25323.0,
INE0SCO01019,24289,,,DPEL,,Divine Power Energy,,DPEL,2ca1386f-2fbb-4ced-ae7f-e81604c0563c,,symbol,,,
INE0SGC01015,211231,MVKAGRO,,MVKAGRO,,MVK Agro Food Product,,MVKAGRO,9bc00777-f890-4848-a739-2c1ac55d2804,,"bsecode,securityid,symbol",,22979.0,
INE0SH001010,211715,MASON,,MASON,,Mason Infratech,,MASON,f9eba83d-fbde-400e-9fd6-3642883e3055,,"bsecode,securityid,symbol",,24281.0,
INE0SWN01019,211477,TRUST,,TRUST,,Trust Fintech,,TRUST,2ed4f40c-7595-4fa4-b2fa-6ac410306330,,"bsecode,securityid,symbol",,23420.0,
INE0TG801013,212078,PARAMOUNT,,PARAMOUNT,,Paramount Dye Tec,,PARAMOUNT,fd1e1572-a8d3-4cfc-9cd7-da71769567c2,,"bsecode,securityid,symbol",,25720.0,
INE0TP801012,212312,NMSTEEL,,NMSTEEL,,Newmalayalam Steel,,NMSTEEL,470d0773-ac72-41d4-8dc1-84d618b31c79,,"bsecode,securityid,symbol",,28804.0,
INE0U7V01015,212226,C2C,,C2C,,C2C Advanced Systems,,C2C,3da3802c-934b-4b4c-9bb3-3ecef2223850,,"bsecode,securityid,symbol",,27277.0,
INE0UIZ01018,544288,BLACKBUCK,,BLACKBUCK,,Black Buck,Zinka Logistics Solutions,BLACKBUCK,f49360c1-bf5e-4120-8c29-f1356a3dbe95,,name,,,
INE0UYG01015,212231,ABHAPOWER,,ABHAPOWER,,Abha Power and Steel,,ABHAPOWER,c9cbe410-1303-4216-8c83-dc2a26650ee8,,"bsecode,securityid,symbol",,27287.0,
INE0V0Q01019,213181,ATCENERGY,,ATCENERGY,,ATC Energies System,ATC ENERGIES SYSTEM LTD,ATCENERGY,4f780f66-40c8-412e-adca-6006553fc309,,name,,,
INE0VA601019,212541,HPTL,,HPTL,,HP Telecom,,HPTL,d0d11c72-da6d-44ae-a2b2-71c93d8cb1c7,,"bsecode,securityid,symbol",,29879.0,
INE0W2G01015,544282,SAGILITY,,SAGILITY,,Sagility,Sagility India,SAGILITY,766adae2-98ba-43df-ba6d-474817df6fa2,,name,,,
INE0Z7N01017,756338,,,TANKUP,,Tankup Engineers,,TANKUP,dfd4267e-67ca-4204-8a8c-8623878aec0e,,symbol,,,
INE10QL01011,212484,READYMIX,,READYMIX,,Readymix Construction Machinery,,READYMIX,19dba2f4-1391-45df-b03f-93cd95fee8c5,,"bsecode,securityid,symbol",,29564.0,
INE118R01032,540259,SHANGAR,,,,Shangar Decor,SHANGAR DECOR LIMITED,SHANGAR,052560c2-b582-4dc2-abf3-10c1b8ee5db3,,name,,,
INE124Y01010,544448,PASHUPATI,,PASHUPATI,,Pashupati Cotspin,,PASHUPATI,1a5120f4-66c0-40f0-8347-bc3162a2a2d7,,securityid,,202726.0,
INE127I01024,530655,GOODLUCK,,GOODLUCK,,Goodluck India,Goodluck,GOODLUCK,51836c33-a784-4376-b07b-d31f95dcadd2,,name,,,
INE12IB01015,544393,INFONATIVE,,,,Infonative Solutions,INFONATIVE SOLUTIONS LIMI,INFONATIVE,c48d0ab3-414e-4aa0-be33-a91ce7c03f61,,name,,,
INE12QA01010,544341,LGLL,LICL,,,Landmark Global Learning,Landmark Immigration Consultants,LGLL,e17acca6-0c60-407d-a4b2-b2fdba402ace,,"bsecode,name,symbol",,,LICL
INE135H01029,512018,TTGIL,CNIRESLTD,,,Tomorrow Technologies Global Innovation,CNI Research,TTGIL,9076b991-b48e-4bac-9092-558b3fa10b6b,,"bsecode,name,symbol",,,CNIRESLTD
INE145Y01023,540693,SHISHIND,,,,Shish Industries,Shish Industries Limited,SHISHIND,ca1caf09-9111-4165-a761-43b55953b01a,,name,,,
INE154B01023,532140,MOHITE,,,,Mohite Industries,MOHITE INDUSTRIES LIMITED,MOHITE,800625f3-5fbc-49d1-8712-eac895cf31aa,,name,,,
INE155A01022,500570,TMPV,TATAMOTORS,TMPV,TATAMOTORS,Tata Motors Passenger Vehicles,Tata Motors,TMPV,9f1e2767-e731-4f98-97df-303d3b5d2ab9,,"bsecode,name,nsecode,symbol",,,TATAMOTORS
INE155Z01011,203119,MACPOWER,,MACPOWER,,Macpower CNC Machines,,MACPOWER,e9a29300-a385-4fa8-9629-9884e49ddfa0,,"bsecode,securityid,symbol",,22349.0,
INE15DO01012,212482,KEN,,KEN,,Ken Enterprises,,KEN,72a3c5bc-26e7-43b1-872e-f22980d868ab,,"bsecode,securityid,symbol",,29550.0,
INE181D01014,524055,PANIDPR,,,,Panther Industrial Products,PANTHER INDUSTRIAL PRODUC,PANIDPR,50217274-0333-492a-b5df-b5bb76dcf77f,,name,,,
INE187R01029,539091,CITL,,,,Consecutive Investment & Trading,Consecutive Investments &,CITL,ba02ff26-7554-4d79-bb65-fe1450bf1b59,,name,,,
INE196Y01018,544577,WORTHPERI,WORTH$,WORTHPERI,WORTH,Worth Peripherals,,WORTHPERI,46c6cfa8-d810-48c8-93b0-c2866f6937d5,,"bsecode,nsecode,securityid,symbol",,202243.0,WORTH$
INE199P01028,543324,GCSL,,GCSL,,Gretex Corporate Services,,GCSL,142cfa29-b948-4ef8-b3c9-9937f2a963b1,,nsecode,,,
INE201M01029,20233,,CLEDUCATE,CLEDUCATE,,CL Educate,CL Educate - Buyback,CLEDUCATE,4e28de54-f724-4d4d-9a85-01ee0729a1de,,"bsecode,name,securityid",,540403.0,
INE202Z01029,200995,TSFINV,SUNDARMHLD,TSFINV,SUNDARMHLD,Sundaram Finance Holdings,,TSFINV,18747a08-6e5d-47f7-b812-b3e9a8e469dd,,"bsecode,nsecode,symbol",,,SUNDARMHLD
INE219M01021,532090,ATVOENT,VANDANA,,,Atvo Enterprises,Vandana Knitwear,ATVOENT,474efe1c-30ab-4b13-9c1a-658b9f15f80a,,"bsecode,name,symbol",,,VANDANA
INE229N01010,514060,NEWTRAC,MARKOBENZ,,,Markobenz Ventures,,NEWTRAC,681a70a3-d420-4d28-9125-ad04be80bec1,,"bsecode,symbol",,,MARKOBENZ
INE242C01024,515055,ANANTRAJ,,ANANTRAJ,,Anant Raj,Anant Raj Industries,ANANTRAJ,29ad09ff-5313-4091-99a4-9ff21dc6933c,,name,,,
INE245L01028,533285,RDBIPL,,,,RDB Infrastructure & Power,RDB INFRASTRUCTURE AND PO,RDBIPL,0783a920-8e63-4be6-869a-e35275d5b066,,name,,,
INE253A01025,500500,HINDMOTORS,,,HINDMOTORS,Hindustan Motors,,HINDMOTORS,277e6285-39bc-4f46-a22b-59aaffa73557,,nsecode,,,
INE273D01019,514274,VGL,AARVEEDEN,VGL,AARVEEDEN,Varvee Global,Aarvee Denims & Exports,VGL,86c8d0f5-e08c-4ba7-986e-c9a93094bd2f,,"bsecode,name,nsecode,symbol",,,AARVEEDEN
INE273F01022,539115,ALANSCOTT,,,,Alan Scott Enterprises,Alan Scott Industries,ALANSCOTT,f7ade28e-aab3-4265-907d-3b5ec4c3c41a,,name,,,
INE278R01034,541161,DHARAN,,DHARAN,,Dharan Infra-EPC,KBC Global,DHARAN,fad74aee-24b3-42c9-a845-370961a7e97a,,name,,,
INE289C01025,511559,TEAMGTY,TIMESGTY,TEAMGTY,TIMESGTY,Team India Guaranty,Times Guaranty,TEAMGTY,e5b99e5c-a878-4f41-8770-31619d511a71,,"bsecode,name,nsecode,symbol",,,TIMESGTY
INE296Q01012,538446,MONEYBOXX,,MONEYBOXX,,Moneyboxx Finance,,MONEYBOXX,b0769c38-e329-49aa-b9b7-e9eb76d64ca4,,nsecode,,,
INE298B01010,540174,SOUTHERNIN,,,,Southern Infoconsultants,Southern Infosys,SOUTHERNIN,e66b71e7-aa47-4450-a190-6c3e02d0a140,,name,,,
INE320M01019,506365,STARSOURCE,CHEMOPH,,,Star Source Multi Trade,Chemo Pharma Laboratories,STARSOURCE,b6b0470d-155e-4984-a3ba-3b4403a8dca6,,"bsecode,name,symbol",,,CHEMOPH
INE321D01016,506579,AGVENTURES,OCCL,,OCCL,AG Ventures,Oriental Carbon & Chemicals,AGVENTURES,2010b430-84d5-4ade-b190-eda5bea3ccbe,,"bsecode,name,nsecode,symbol",,,OCCL
INE326P01019,536710,SRGFFL,SRGSFL,,,SRG Fingrow Finance,S R G Securities Finance,SRGFFL,71cee900-952e-4611-a70e-abed2d0a7321,,"bsecode,name,symbol",,,SRGSFL
INE332Q01023,539679,KAPILRAJ,,,,Kapil Raj Finance,Kapil Raj Finance Ltd.,KAPILRAJ,cf1dbbb8-6d15-43f8-9143-f264f19394a9,,name,,,
INE344T01014,539399,BELLACASA,,BELLACASA,,Bella Casa Fashion & Retail,,BELLACASA,7d4dd2d2-2480-4762-be6d-b41e610fcddb,,nsecode,,,
INE347L01022,539167,VLL,,,,Virat Leasing,Virat Leasing Limited,VLL,33fbac77-c937-4d18-bd30-dacffc4ffd03,,name,,,
INE356B01024,526506,SYSTMTXC,,SYSTMTXC,,Systematix Corporate Services,,SYSTMTXC,a68e7108-e331-46eb-8faa-544307929920,,nsecode,,,
INE368U01029,201305,UNITEDPOLY,,UNITEDPOLY,,United Polyfab,UNITED POLYFAB GUJ. LTD.,UNITEDPOLY,c363413c-c982-47a0-b772-d669ec82b0cf,,name,,,
INE373T01047,539607,BLUECLOUDS,,,,Blue Cloud Softech Solutions,Blue Cloud Softech Soluti,BLUECLOUDS,1dfac916-9c7d-4a9f-b1ee-5e22b32abd89,,name,,,
INE382M01027,543283,UFBL,BARBEQUE,UFBL,BARBEQUE,United Foodbrands,Barbeque Nation Hospitality,UFBL,c04dc1cc-d53e-49ed-b481-41e043315623,,"bsecode,name,nsecode,symbol",,,BARBEQUE
INE385F01024,512329,SGMART,,SGMART,,SG Mart,,SGMART,81d8bb5d-e59e-4fb2-a8a1-c97c0b64a160,,nsecode,,,
INE386A01023,520113,VESUVIUS,,VESUVIUS,,Vesuvius,VESUVIUS INDIA LTD.,VESUVIUS,616abceb-69f4-496b-b038-c42aec7ce76e,,name,,,
INE398H01015,532056,TRUSTEDGE,,,,Trustedge Capital,Adinath Exim Resources,TRUSTEDGE,097cf5e2-7373-49a3-806b-ffe63e8672be,,name,,,
INE404B01022,526961,LASTMILE,,,,Last Mile Enterprises,LAST MILE ENTERPRISES LIM,LASTMILE,caa07e7b-adfd-40ca-ab77-4c3342e5056d,,name,,,
INE408F01024,512297,SHANTAI,,,,Shantai Industries,Shantai Industries Limite,SHANTAI,257c8180-3c23-4f46-adfa-9cd2b08e8805,,name,,,
INE438E01032,523606,SIKA,,,,Sika Interplant Systems,SIKA INTERPLANT SYSTEMS L,SIKA,995b2fad-0eed-489c-aa8c-04eccc461373,,name,,,
